-128,32,-96,-0.784464540553,0.196116135138,-0.588348405415,0.393664929116,161.498952284,126.781354483,103.952647872
-144,0,-80,-0.874157276122,0.0,-0.485642931179,0.327549020142,179.935259051,118.965485251,89.9153704747
-112,-16,-112,-0.703526470681,-0.100503781526,-0.703526470681,0.396681562726,-171.960557822,134.912055712,81.7846692458
-96,-224,-80,-0.374269716931,-0.873296006173,-0.311891430776,0.505082052382,-109.739901311,129.717244175,23.1090403034
-96,-16,0,-0.986393923832,-0.164398987305,0.0,0.598019956734,-90.0846295253,89.9352590507,80.4523512588
-96,48,-96,-0.666666666667,0.333333333333,-0.666666666667,0.473406236076,153.368251055,134.912055712,116.48237847
-160,48,0,-0.957826285221,0.287347885566,0.0,0.393664929116,89.9286295253,89.9352590507,106.615844798
-144,48,0,-0.948683298051,0.316227766017,0.0,0.463224266626,89.9286295253,89.9352590507,108.351677242
-112,48,-112,-0.676715542332,0.290020946714,-0.676715542332,0.521341711525,156.734959697,134.912055712,113.115669829
-128,32,-80,-0.829561355784,0.207390338946,-0.518475847365,0.393664929116,158.132243642,121.916481718,103.952647872
-96,64,-80,-0.683763458758,0.455842305839,-0.569802882298,0.695693693788,141.272603061,129.717244175,123.607919658
-128,0,-16,-0.992277876714,0.0,-0.124034734589,0.439453125,179.935259051,97.0342821368,89.9153704747
-144,48,-48,-0.904534033733,0.301511344578,-0.301511344578,0.548094343766,134.931944288,108.345047716,108.351677242
-176,64,-48,-0.910366477463,0.331042355441,-0.248281766581,0.497951124374,126.801243059,105.164983366,109.89994898
-128,-16,-16,-0.984731927835,-0.123091490979,-0.123091490979,0.355474115688,-135.087944288,97.0342821368,82.7898292871
-176,96,0,-0.877895572914,0.478852130681,0.0,0.613760014159,89.9286295253,89.9352590507,118.527937627
-144,32,-48,-0.928279121633,0.206284249252,-0.309426373878,0.525895000697,146.242709867,108.345047716,102.445101073
-128,48,0,-0.936329177569,0.351123441588,0.0,0.348702559987,89.9286295253,89.9352590507,110.472929881
-144,80,-64,-0.814821714383,0.452678730213,-0.36214298417,0.463224266626,128.591285515,113.872995034,118.972114776
-96,-240,-96,-0.348155311911,-0.870388279778,-0.348155311911,0.528156925117,-111.887644934,134.912055712,21.7117563578
-144,16,-80,-0.870062840141,0.0966736489046,-0.483368244523,0.442157477448,168.624493471,118.965485251,96.2560292479
-208,48,-96,-0.888661705132,0.205075778107,-0.410151556215,0.705900014395,153.368251055,114.685706489,102.910944468
-160,16,-112,-0.816496580928,0.0816496580928,-0.571547606649,0.613760014159,171.804557822,124.903338709,95.6263842624
-144,48,32,-0.928279121633,0.309426373878,0.206284249252,0.371863921185,56.2360803421,77.4055284521,108.351677242
-144,16,-80,-0.870062840141,0.0966736489046,-0.483368244523,0.651448440631,168.624493471,118.965485251,96.2560292479
-128,-224,-32,-0.492365963917,-0.861640436855,-0.123091490979,0.146484375,-98.2153307542,103.946018346,29.6558132956
